current_race_date,track,race_no,horse,trainer_name,jockey_name,trainer_canonical,jockey_canonical,combo_canonical,connection_evidence_status,trainer_track_read,trainer_distance_read,trainer_prep_read,trainer_market_read,jockey_track_read,jockey_distance_read,jockey_heavy_read,combo_read,connection_strength,connection_band,connection_score,connection_angle_1,connection_angle_2,connection_angle_3,connection_risk_1,connection_narrative,evidence_quality,join_quality
2026-06-26,BALLARAT SYNTHETIC,3,LE GLACON,SONNY COOMBES,JASON WEBB,SCOOMBES,JBWEBB,SCOOMBES|JBWEBB,DEVELOPING_CONNECTION,Limited sample,Limited sample,Limited sample,Limited sample,Limited sample,"Jockey over short trips: 68 starts, 2.9% win, 13.2% place, A/E 0.86, ROI -69.3%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,32,Jockey SP profile: ROI +64.9% from 37 starts,,,,LE GLACON has a neutral connection read. Jockey SP profile: ROI +64.9% from 37 starts.,MEDIUM,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,3,BLAZING BROOK (3E),NIGEL BLACKISTON,Not Notified,NABLACKISTON,,,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 578 starts, 9.9% win, 27.7% place, A/E 0.85, ROI +0.9%","Trainer prep profile: 820 starts, NEUTRAL, ELITE SAMPLE, win lift -0.7pts, place lift -3.6pts","Trainer market profile: 2521 starts, 10.4% win, 31.3% place, A/E 0.82, ROI -22.3%",Limited sample,"Jockey over short trips: 463 starts, 1.7% win, 3.5% place, A/E 1.05, ROI -83.9%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,11,Jockey distance profile: A/E 1.05 from 463 starts,"Trainer prep profile: 820 starts, NEUTRAL, ELITE SAMPLE, win lift -0.7pts, place lift -3.6pts",Trainer SP profile: ROI -100.0% from 10 starts,Trainer distance profile: below market expectation,BLAZING BROOK (3E) has a neutral connection read. Jockey distance profile: A/E 1.05 from 463 starts.,HIGH,MISSING_JOCKEY
2026-06-26,BALLARAT SYNTHETIC,3,HARRY DE LAD,TOM DABERNIG,JOHN ALLEN,TDABERNIG,JALLEN,TDABERNIG|JALLEN,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 435 starts, 13.6% win, 31.7% place, A/E 0.98, ROI -23.4%","Trainer prep profile: 440 starts, NEUTRAL, ELITE SAMPLE, win lift -0.3pts, place lift -0.4pts | Combo prep profile: 24 starts, NEUTRAL, MODERATE, win lift +6.1pts, place lift +2.3pts","Trainer market profile: 1518 starts, 14.4% win, 36.6% place, A/E 1.02, ROI -22.6%",Limited sample,"Jockey over short trips: 1237 starts, 13.8% win, 37.8% place, A/E 0.81, ROI -31.0%",Not applicable today,"Trainer/jockey combination: 67 starts, 10.4% win, 38.8% place, A/E 0.77, ROI -59.7%",NEUTRAL,NEUTRAL,10,Trainer/jockey combination: 38.8% place from 67 starts,"Trainer prep profile: 440 starts, NEUTRAL, ELITE SAMPLE, win lift -0.3pts, place lift -0.4pts","Combo prep profile: 24 starts, NEUTRAL, MODERATE, win lift +6.1pts, place lift +2.3pts",Jockey distance profile: below market expectation,HARRY DE LAD has a neutral connection read. Trainer/jockey combination: 38.8% place from 67 starts.,HIGH,CANONICAL_BRIDGE
2026-06-26,BALLARAT SYNTHETIC,3,FLYING NIC,ANDREW BOBBIN,Not Notified,ARBOBBIN,,,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 301 starts, 7.3% win, 27.6% place, A/E 0.73, ROI -2.2%","Trainer prep profile: 454 starts, NEUTRAL, ELITE SAMPLE, win lift -1.0pts, place lift -3.1pts","Trainer market profile: 1616 starts, 8.6% win, 31.4% place, A/E 0.79, ROI -38.8%",Limited sample,"Jockey over short trips: 463 starts, 1.7% win, 3.5% place, A/E 1.05, ROI -83.9%",Not applicable today,"Trainer/jockey combination: 18 starts, 0.0% win, 0.0% place, ROI -100.0%",NEUTRAL,NEUTRAL,10,Jockey distance profile: A/E 1.05 from 463 starts,"Trainer prep profile: 454 starts, NEUTRAL, ELITE SAMPLE, win lift -1.0pts, place lift -3.1pts",Trainer SP profile: ROI -100.0% from 26 starts,Trainer distance profile: below market expectation,FLYING NIC has a neutral connection read. Jockey distance profile: A/E 1.05 from 463 starts.,HIGH,MISSING_JOCKEY
2026-06-26,BALLARAT SYNTHETIC,3,FORWARD HO,JOHN MOLONEY,BAILEY KINNINMONT,JFMOLONEY,BRKINNINMONT,JFMOLONEY|BRKINNINMONT,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 932 starts, 10.6% win, 31.5% place, A/E 0.88, ROI -30.5%","Trainer prep profile: 1020 starts, NEUTRAL, ELITE SAMPLE, win lift -2.1pts, place lift -4.8pts","Trainer market profile: 3468 starts, 11.2% win, 32.6% place, A/E 0.92, ROI -23.8%",Limited sample,"Jockey over short trips: 84 starts, 8.3% win, 27.4% place, A/E 1.09, ROI -12.4%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,31,Jockey distance profile: A/E 1.09 from 84 starts,"Trainer prep profile: 1020 starts, NEUTRAL, ELITE SAMPLE, win lift -2.1pts, place lift -4.8pts",Trainer SP profile: ROI -5.9% from 17 starts,,FORWARD HO has a neutral connection read. Jockey distance profile: A/E 1.09 from 84 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,3,LADY COURREGE,GRAHAM DONALDSON,JASON MASKIELL,GLDONALDSON,JMASKIELL,GLDONALDSON|JMASKIELL,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 119 starts, 5.0% win, 21.0% place, A/E 0.64, ROI -62.6%","Trainer prep profile: 94 starts, NEUTRAL, STRONG, win lift +0.1pts, place lift -3.3pts","Trainer market profile: 332 starts, 5.1% win, 24.1% place, A/E 0.64, ROI -45.9%",Limited sample,"Jockey over short trips: 23 starts, 26.1% win, 60.9% place, A/E 1.25, ROI +99.3%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,41,Jockey distance profile: A/E 1.25 from 23 starts,"Trainer prep profile: 94 starts, NEUTRAL, STRONG, win lift +0.1pts, place lift -3.3pts",,Trainer distance profile: below market expectation,LADY COURREGE has a neutral connection read. Jockey distance profile: A/E 1.25 from 23 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,3,PERLAGE,ANDREW NOBLET,CIAN MACREDMOND,ANOBLET,CMACREDMOND,ANOBLET|CMACREDMOND,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 511 starts, 10.4% win, 31.9% place, A/E 0.77, ROI -40.5%","Trainer prep profile: 691 starts, NEUTRAL, ELITE SAMPLE, win lift -0.3pts, place lift -0.9pts","Trainer market profile: 1975 starts, 12.1% win, 33.2% place, A/E 0.87, ROI -23.2%",Limited sample,"Jockey over short trips: 198 starts, 6.1% win, 24.2% place, A/E 0.83, ROI -44.5%",Not applicable today,"Trainer/jockey combination: 11 starts, 9.1% win, 27.3% place, A/E 1.05, ROI -31.8%",NEUTRAL,NEUTRAL,0,Trainer/jockey combination: A/E 1.05 from 11 starts,"Trainer prep profile: 691 starts, NEUTRAL, ELITE SAMPLE, win lift -0.3pts, place lift -0.9pts",Trainer SP profile: ROI -100.0% from 10 starts,Trainer distance profile: below market expectation,PERLAGE has a neutral connection read. Trainer/jockey combination: A/E 1.05 from 11 starts.,HIGH,CANONICAL_BRIDGE
2026-06-26,BALLARAT SYNTHETIC,3,VERY FAMOUS,DOMINIC SUTTON,RYAN HOUSTON,DRSUTTON,RKHOUSTON,DRSUTTON|RKHOUSTON,DEVELOPING_CONNECTION,Limited sample,"Trainer over short trips: 239 starts, 8.4% win, 31.0% place, A/E 0.71, ROI -41.6%","Trainer prep profile: 315 starts, NEUTRAL, ELITE SAMPLE, win lift +0.7pts, place lift -1.6pts","Trainer market profile: 775 starts, 9.4% win, 31.9% place, A/E 0.77, ROI -39.3%",Limited sample,"Jockey over short trips: 352 starts, 10.2% win, 27.3% place, A/E 1.01, ROI -35.6%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,0,"Trainer prep profile: 315 starts, NEUTRAL, ELITE SAMPLE, win lift +0.7pts, place lift -1.6pts",Jockey SP profile: ROI -100.0% from 18 starts,,Trainer distance profile: below market expectation,"VERY FAMOUS has a neutral connection read. Trainer prep profile: 315 starts, NEUTRAL, ELITE SAMPLE, win lift +0.7pts, place lift -1.6pts.",HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,BLACKHILL BOY,TYLER DONALDSON-AITKEN,WILL GORDON,TWDAITKEN,WGORDON,TWDAITKEN|WGORDON,STRONG_CONNECTION,Limited sample,Limited sample,"Trainer prep profile: 10 starts, NEUTRAL, DEVELOPING, win lift +8.8pts, place lift +2.4pts","Trainer market profile: 33 starts, 21.2% win, 57.6% place, A/E 1.67, ROI +4.5%",Limited sample,"Jockey over sprint trips: 501 starts, 8.2% win, 30.3% place, A/E 0.92, ROI -51.8%",Not applicable today,Limited sample,POSITIVE,POSITIVE,57,Trainer market profile: A/E 1.67 from 33 starts,"Trainer prep profile: 10 starts, NEUTRAL, DEVELOPING, win lift +8.8pts, place lift +2.4pts",Jockey SP profile: ROI -18.8% from 32 starts,,BLACKHILL BOY has a positive connection read. Trainer market profile: A/E 1.67 from 33 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,SHES A GOOD CAUSE,MICHAEL SELL,JASON MASKIELL,MJSELL,JMASKIELL,MJSELL|JMASKIELL,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 310 starts, 8.7% win, 30.3% place, A/E 1.03, ROI -25.6%","Trainer prep profile: 298 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -4.7pts","Trainer market profile: 1028 starts, 7.9% win, 26.0% place, A/E 0.96, ROI -8.8%",Limited sample,"Jockey over sprint trips: 10 starts, 30.0% win, 40.0% place, A/E 0.96, ROI -11.5%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,27,Jockey distance profile: 40.0% place from 10 starts,"Trainer prep profile: 298 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -4.7pts",Trainer SP profile: ROI -100.0% from 8 starts,,SHES A GOOD CAUSE has a neutral connection read. Jockey distance profile: 40.0% place from 10 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,TENNESSEE SPIRIT,TOBY LAKE,ZAC MOORE,TALAKE,ZMOORE,TALAKE|ZMOORE,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 81 starts, 8.6% win, 28.4% place, A/E 0.82, ROI -64.1%","Trainer prep profile: 72 starts, NEUTRAL, STRONG, win lift -0.6pts, place lift +3.1pts","Trainer market profile: 236 starts, 7.2% win, 25.0% place, A/E 0.80, ROI -57.6%",Limited sample,"Jockey over sprint trips: 35 starts, 5.7% win, 25.7% place, A/E 0.86, ROI -94.3%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,0,"Trainer prep profile: 72 starts, NEUTRAL, STRONG, win lift -0.6pts, place lift +3.1pts",,,Trainer distance profile: below market expectation,"TENNESSEE SPIRIT has a neutral connection read. Trainer prep profile: 72 starts, NEUTRAL, STRONG, win lift -0.6pts, place lift +3.1pts.",HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,LOVEDUP LOLA,ANTHONY & SAM FREEDMAN,HARRY COFFEY,ASFREEDMAN,HTCOFFEY,ASFREEDMAN|HTCOFFEY,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 892 starts, 21.5% win, 50.8% place, A/E 1.10, ROI -22.6%","Trainer prep profile: 660 starts, NEUTRAL, ELITE SAMPLE, win lift +0.6pts, place lift -2.0pts","Trainer market profile: 2674 starts, 18.6% win, 45.3% place, A/E 0.95, ROI -20.5%",Limited sample,"Jockey over sprint trips: 1381 starts, 12.4% win, 37.4% place, A/E 0.96, ROI -39.8%",Not applicable today,"Trainer/jockey combination: 13 starts, 23.1% win, 53.8% place, A/E 1.33, ROI +199.2%",ELITE,ELITE,87,Trainer distance profile: A/E 1.10 from 892 starts,Trainer market profile: 45.3% place from 2674 starts,Trainer/jockey combination: A/E 1.33 from 13 starts,,LOVEDUP LOLA has a elite connection read. Trainer distance profile: A/E 1.10 from 892 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,CACCHIONE,DOMINIC SUTTON,LACHLAN KING,DRSUTTON,LKING,DRSUTTON|LKING,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 212 starts, 14.2% win, 35.8% place, A/E 0.97, ROI -17.0%","Trainer prep profile: 315 starts, NEUTRAL, ELITE SAMPLE, win lift +0.7pts, place lift -1.6pts","Trainer market profile: 775 starts, 9.4% win, 31.9% place, A/E 0.77, ROI -39.3%",Limited sample,"Jockey over sprint trips: 844 starts, 10.1% win, 31.9% place, A/E 1.13, ROI -52.3%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,23,Jockey distance profile: A/E 1.13 from 844 starts,"Trainer prep profile: 315 starts, NEUTRAL, ELITE SAMPLE, win lift +0.7pts, place lift -1.6pts",Jockey SP profile: ROI -100.0% from 41 starts,Trainer market profile: below market expectation,CACCHIONE has a neutral connection read. Jockey distance profile: A/E 1.13 from 844 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,MAKATI,VINCENT MALADY,JASON WEBB,VMALADY,JBWEBB,VMALADY|JBWEBB,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 153 starts, 7.8% win, 34.0% place, A/E 0.56, ROI -33.4%","Trainer prep profile: 279 starts, NEUTRAL, ELITE SAMPLE, win lift -3.5pts, place lift -5.2pts","Trainer market profile: 866 starts, 9.2% win, 32.7% place, A/E 0.69, ROI -30.7%",Limited sample,"Jockey over sprint trips: 74 starts, 0.0% win, 8.1% place, A/E 0.00, ROI -100.0%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,1,"Trainer prep profile: 279 starts, NEUTRAL, ELITE SAMPLE, win lift -3.5pts, place lift -5.2pts",Jockey SP profile: ROI +64.9% from 37 starts,,Trainer distance profile: below market expectation,"MAKATI has a neutral connection read. Trainer prep profile: 279 starts, NEUTRAL, ELITE SAMPLE, win lift -3.5pts, place lift -5.2pts.",HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,POINTS FOR EFFORT,ANTHONY CHIBNALL,JOHN ALLEN,ABCHIBNALL,JALLEN,ABCHIBNALL|JALLEN,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 71 starts, 7.0% win, 33.8% place, A/E 0.79, ROI -64.8%","Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts","Trainer market profile: 242 starts, 8.3% win, 33.9% place, A/E 0.82, ROI -54.7%",Limited sample,"Jockey over sprint trips: 1012 starts, 13.7% win, 42.3% place, A/E 0.92, ROI -31.7%",Not applicable today,"Trainer/jockey combination: 16 starts, 25.0% win, 37.5% place, A/E 1.53, ROI -43.4%",NEUTRAL,NEUTRAL,27,Jockey distance profile: 42.3% place from 1012 starts,Trainer/jockey combination: A/E 1.53 from 16 starts,"Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts",Trainer distance profile: below market expectation,POINTS FOR EFFORT has a neutral connection read. Jockey distance profile: 42.3% place from 1012 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,TANGO WITH ME,ALICIA MACPHERSON,BREE TEMPLE,AKMACPHERSON,BETEMPLE,AKMACPHERSON|BETEMPLE,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 343 starts, 10.2% win, 32.1% place, A/E 0.87, ROI -32.2%","Trainer prep profile: 499 starts, NEUTRAL, ELITE SAMPLE, win lift -0.0pts, place lift -3.2pts","Trainer market profile: 1367 starts, 7.9% win, 26.8% place, A/E 0.77, ROI -32.2%",Limited sample,"Jockey over sprint trips: 35 starts, 11.4% win, 22.9% place, A/E 1.73, ROI -20.3%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,25,Jockey distance profile: A/E 1.73 from 35 starts,"Trainer prep profile: 499 starts, NEUTRAL, ELITE SAMPLE, win lift -0.0pts, place lift -3.2pts",,Trainer market profile: below market expectation,TANGO WITH ME has a neutral connection read. Jockey distance profile: A/E 1.73 from 35 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,FILIGREE SHADOW,TONY & CALVIN MCEVOY,OLIVIA EAST,TCMCEVOY,OIEAST,TCMCEVOY|OIEAST,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 582 starts, 19.2% win, 49.0% place, A/E 1.10, ROI -43.4%","Trainer prep profile: 463 starts, NEUTRAL, ELITE SAMPLE, win lift -1.4pts, place lift -2.9pts","Trainer market profile: 2178 starts, 17.2% win, 43.9% place, A/E 0.95, ROI -28.2%",Limited sample,"Jockey over sprint trips: 50 starts, 22.0% win, 44.0% place, A/E 2.28, ROI -41.2%",Not applicable today,Limited sample,STRONG,STRONG,63,Trainer distance profile: A/E 1.10 from 582 starts,Trainer market profile: 43.9% place from 2178 starts,Jockey distance profile: A/E 2.28 from 50 starts,,FILIGREE SHADOW has a strong connection read. Trainer distance profile: A/E 1.10 from 582 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,HELLO MISTRESS,HENRY DWYER,JADE SMITH,HDWYER,JMSMITH,HDWYER|JMSMITH,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 615 starts, 10.6% win, 31.4% place, A/E 0.84, ROI -24.4%","Trainer prep profile: 965 starts, NEUTRAL, ELITE SAMPLE, win lift -0.7pts, place lift -3.1pts","Trainer market profile: 2737 starts, 11.3% win, 30.7% place, A/E 0.90, ROI -26.1%",Limited sample,"Jockey over sprint trips: 41 starts, 7.3% win, 24.4% place, A/E 0.69, ROI -56.8%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,9,"Trainer prep profile: 965 starts, NEUTRAL, ELITE SAMPLE, win lift -0.7pts, place lift -3.1pts",Trainer SP profile: ROI +243.2% from 37 starts,,Trainer distance profile: below market expectation,"HELLO MISTRESS has a neutral connection read. Trainer prep profile: 965 starts, NEUTRAL, ELITE SAMPLE, win lift -0.7pts, place lift -3.1pts.",HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,OVERFLIRT,SHANE NICHOLS & HAYDEN BLACK,TEO NUGENT,SNHBLACK,TMNUGENT,SNHBLACK|TMNUGENT,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 60 starts, 10.0% win, 30.0% place, A/E 1.12, ROI -1.7%","Trainer prep profile: 54 starts, NEUTRAL, STRONG, win lift -0.8pts, place lift -1.0pts | Combo prep profile: 9 starts, NEUTRAL, DEVELOPING, win lift -7.4pts, place lift +7.4pts","Trainer market profile: 187 starts, 8.0% win, 26.2% place, A/E 0.78, ROI -42.0%",Limited sample,"Jockey over sprint trips: 814 starts, 9.6% win, 29.4% place, A/E 0.86, ROI -35.5%",Not applicable today,"Trainer/jockey combination: 27 starts, 7.4% win, 37.0% place, A/E 0.48, ROI -56.7%",NEUTRAL,NEUTRAL,14,Trainer distance profile: A/E 1.12 from 60 starts,"Trainer prep profile: 54 starts, NEUTRAL, STRONG, win lift -0.8pts, place lift -1.0pts","Combo prep profile: 9 starts, NEUTRAL, DEVELOPING, win lift -7.4pts, place lift +7.4pts",Trainer market profile: below market expectation,OVERFLIRT has a neutral connection read. Trainer distance profile: A/E 1.12 from 60 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,4,RED RAIN,MICHAEL SELL,ALANA KELLY,MJSELL,AKELLY,MJSELL|AKELLY,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 310 starts, 8.7% win, 30.3% place, A/E 1.03, ROI -25.6%","Trainer prep profile: 298 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -4.7pts","Trainer market profile: 1028 starts, 7.9% win, 26.0% place, A/E 0.96, ROI -8.8%",Limited sample,Limited sample,Not applicable today,Limited sample,NEUTRAL,NEUTRAL,23,"Trainer prep profile: 298 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -4.7pts",Trainer SP profile: ROI -100.0% from 8 starts,,,"RED RAIN has a neutral connection read. Trainer prep profile: 298 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -4.7pts.",HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,5,TORONADO BOOM,SCOTT CAMERON,OLIVIA EAST,SRCAMERON,OIEAST,SRCAMERON|OIEAST,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 102 starts, 9.8% win, 33.3% place, A/E 0.87, ROI +2.5%","Trainer prep profile: 100 starts, NEUTRAL, ELITE SAMPLE, win lift -1.6pts, place lift -7.6pts","Trainer market profile: 251 starts, 8.4% win, 30.7% place, A/E 0.75, ROI -13.4%",Limited sample,"Jockey over sprint trips: 50 starts, 22.0% win, 44.0% place, A/E 2.28, ROI -41.2%",Not applicable today,Limited sample,POSITIVE,POSITIVE,45,Jockey distance profile: A/E 2.28 from 50 starts,"Trainer prep profile: 100 starts, NEUTRAL, ELITE SAMPLE, win lift -1.6pts, place lift -7.6pts",,Trainer market profile: below market expectation,TORONADO BOOM has a positive connection read. Jockey distance profile: A/E 2.28 from 50 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,5,FROSTED IN TIME,ALICIA MACPHERSON,BREE TEMPLE,AKMACPHERSON,BETEMPLE,AKMACPHERSON|BETEMPLE,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 343 starts, 10.2% win, 32.1% place, A/E 0.87, ROI -32.2%","Trainer prep profile: 499 starts, NEUTRAL, ELITE SAMPLE, win lift -0.0pts, place lift -3.2pts","Trainer market profile: 1367 starts, 7.9% win, 26.8% place, A/E 0.77, ROI -32.2%",Limited sample,"Jockey over sprint trips: 35 starts, 11.4% win, 22.9% place, A/E 1.73, ROI -20.3%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,25,Jockey distance profile: A/E 1.73 from 35 starts,"Trainer prep profile: 499 starts, NEUTRAL, ELITE SAMPLE, win lift -0.0pts, place lift -3.2pts",,Trainer market profile: below market expectation,FROSTED IN TIME has a neutral connection read. Jockey distance profile: A/E 1.73 from 35 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,5,HARFORD,ANTHONY CHIBNALL,JOHN ALLEN,ABCHIBNALL,JALLEN,ABCHIBNALL|JALLEN,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 71 starts, 7.0% win, 33.8% place, A/E 0.79, ROI -64.8%","Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts","Trainer market profile: 242 starts, 8.3% win, 33.9% place, A/E 0.82, ROI -54.7%",Limited sample,"Jockey over sprint trips: 1012 starts, 13.7% win, 42.3% place, A/E 0.92, ROI -31.7%",Not applicable today,"Trainer/jockey combination: 16 starts, 25.0% win, 37.5% place, A/E 1.53, ROI -43.4%",NEUTRAL,NEUTRAL,27,Jockey distance profile: 42.3% place from 1012 starts,Trainer/jockey combination: A/E 1.53 from 16 starts,"Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts",Trainer distance profile: below market expectation,HARFORD has a neutral connection read. Jockey distance profile: 42.3% place from 1012 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,5,BOYD,STEPHEN THEODORE,BRAD RAWILLER,SJTHEODORE,BRAWILLER,SJTHEODORE|BRAWILLER,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 237 starts, 10.5% win, 32.9% place, A/E 0.78, ROI -44.9%","Trainer prep profile: 426 starts, NEUTRAL, ELITE SAMPLE, win lift -1.5pts, place lift -2.6pts","Trainer market profile: 1412 starts, 10.6% win, 31.4% place, A/E 0.81, ROI -26.6%",Limited sample,"Jockey over sprint trips: 2059 starts, 14.9% win, 40.7% place, A/E 0.86, ROI -26.0%",Not applicable today,"Trainer/jockey combination: 8 starts, 12.5% win, 12.5% place, A/E 0.61, ROI -77.5%",NEUTRAL,NEUTRAL,0,Jockey distance profile: 40.7% place from 2059 starts,"Trainer prep profile: 426 starts, NEUTRAL, ELITE SAMPLE, win lift -1.5pts, place lift -2.6pts",,Trainer distance profile: below market expectation,BOYD has a neutral connection read. Jockey distance profile: 40.7% place from 2059 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,5,HUGHIE,JAMIE EDWARDS,CHELSEA THOMPSON,JWEDWARDS,CBTHOMPSON,JWEDWARDS|CBTHOMPSON,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 394 starts, 12.9% win, 33.5% place, A/E 1.03, ROI -24.2%","Trainer prep profile: 500 starts, NEUTRAL, ELITE SAMPLE, win lift -2.7pts, place lift -7.3pts","Trainer market profile: 1635 starts, 10.7% win, 30.5% place, A/E 0.95, ROI -31.4%",Limited sample,"Jockey over sprint trips: 33 starts, 12.1% win, 30.3% place, A/E 3.07, ROI -63.6%",Not applicable today,"Trainer/jockey combination: 8 starts, 75.0% win, 75.0% place, A/E 4.72, ROI +451.2%",STRONG,STRONG,65,Jockey distance profile: A/E 3.07 from 33 starts,Trainer/jockey combination: A/E 4.72 from 8 starts,"Trainer prep profile: 500 starts, NEUTRAL, ELITE SAMPLE, win lift -2.7pts, place lift -7.3pts",,HUGHIE has a strong connection read. Jockey distance profile: A/E 3.07 from 33 starts.,HIGH,BRIDGE_RESOLVED
2026-06-26,BALLARAT SYNTHETIC,5,SISTINE TUNNEL,ANDREW NOBLET,WILL GORDON,ANOBLET,WGORDON,ANOBLET|WGORDON,DEVELOPING_CONNECTION,Limited sample,"Trainer over sprint trips: 519 starts, 11.9% win, 34.1% place, A/E 0.81, ROI -24.5%","Trainer prep profile: 691 starts, NEUTRAL, ELITE SAMPLE, win lift -0.3pts, place lift -0.9pts","Trainer market profile: 1975 starts, 12.1% win, 33.2% place, A/E 0.87, ROI -23.2%",Limited sample,"Jockey over sprint trips: 501 starts, 8.2% win, 30.3% place, A/E 0.92, ROI -51.8%",Not applicable today,"Trainer/jockey combination: 14 starts, 14.3% win, 64.3% place, A/E 0.84, ROI -19.3%",NEUTRAL,NEUTRAL,3,Trainer/jockey combination: 64.3% place from 14 starts,"Trainer prep profile: 691 starts, NEUTRAL, ELITE SAMPLE, win lift -0.3pts, place lift -0.9pts",Trainer SP profile: ROI -100.0% from 10 starts,Trainer distance profile: below market expectation,SISTINE TUNNEL has a neutral connection read. Trainer/jockey combination: 64.3% place from 14 starts.,HIGH,CANONICAL_BRIDGE
