race_date,track,race_no,race_key,runner_key,horse,horse_key,saddlecloth,barrier,jockey,trainer,model_rank,win_pct,fair_price,live_price,edge_pct,positive_1,positive_1_value,positive_2,positive_2_value,positive_3,positive_3_value,risk_1,risk_1_value,risk_2,risk_2_value,risk_3,risk_3_value,why_ranked_here,runner_profile_summary,projection_confidence_score,profile_confidence_score,market_confidence_score,data_quality_score,connection_confidence_score,final_confidence_score,confidence_band,confidence_explanation,last_5_ratings,last_5_rating_dates,rating_trend,rating_trend_delta,last_5_finish_positions,last_5_tracks,trend_label,trend_summary,rating_source_method,race_tempo,race_shape_label,race_shape_story,pace_advantage_runner,late_power_beneficiary,pressure_risk_runner,leader_count,on_pace_count,midfield_count,backmarker_count,explainability_feed_status,built_at,connection_score,connection_band,connection_positive_1,connection_positive_1_value,connection_positive_2,connection_positive_2_value,connection_risk_1,connection_risk_1_value,connection_narrative,market_expectation_label,sp_expectation_delta,trainer_track_sr,jockey_track_sr,combo_sr,combo_track_sr,sp_sample_starts,connection_summary_for_decision_engine,explainability_v1_2_status
2026-06-20,DONALD,1,2026-06-20_DONALD_R1,2026-06-20_DONALD_R1_CATTLEMANSBAR,CATTLEMAN'S BAR,CATTLEMANSBAR,1,6,TEO NUGENT,PAUL PREUSKER,12,4.74,21.08,0.0,,,,,,,,Projection Gap,-19.75,Distance Fit,0.0,Condition Fit,0.0,"Rank #12: strongest supports are limited positive evidence. Main risks are Projection Gap -19.75, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map OFF PACE | Action NO MARKET,90.0,53.0,45.0,93.33,95.0,72.75,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 72.8 uses existing confidence where available; otherwise explanatory decomposition.,43.42,2025-12-21,INSUFFICIENT_HISTORY,0.0,6,HORSHAM,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,EVEN,CONTROLLED SPEED MAP,Tempo profiles as even with 1 leader(s) and 8 on-pace runner(s). Map advantage: ENZO CHARLEY. Pressure risk: ENZO CHARLEY.,ENZO CHARLEY,,ENZO CHARLEY,1,8,5,2,COMPLETE,2026-06-20T04:27:53.682438+00:00,33,NEGATIVE,,,,,Underperforms SP,-32.8 pts from 11,Market expectation risk: this connection has underperformed starting-price expectation from available history.,UNDERPERFORMS_MARKET,-32.7629,6.4103,25.0,2.9412,,11,Market expectation risk: this connection has underperformed starting-price expectation from available history.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_SHEZOUS,SHEZOUS,SHEZOUS,11,7,CRAIG NEWITT,TRENT BUSUTTIN & NATALIE YOUNG,11,1.72,58.17,,,,,,,,,Runner Profile DNA,0.0,Distance Fit,0.0,Condition Fit,0.0,"Rank #11: strongest supports are limited positive evidence. Main risks are Runner Profile DNA 0.0, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map OFF PACE | Action NO MARKET,45.0,29.0,45.0,80.0,95.0,51.25,MODERATE,MODERATE confidence. Strongest component is connection 95.0. Weakest component is profile 29.0. Final confidence 51.2 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,54,NEUTRAL,Trainer track,13.3% from 173,,,,,Connection profile is strong: Trainer track 13.3% from 173.,MARKET_NEUTRAL,4.6962,13.2948,11.465,8.2949,14.2857,46,Connection profile is strong: Trainer track 13.3% from 173.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_CIRQUEDECOCO,CIRQUE DE COCO,CIRQUEDECOCO,12,12,JAMIE MOTT,CLAYTON DOUGLAS,5,10.64,9.4,,,Projected Speed,71.0,Class Fit,70.0,Sectionals,64.0,Projection Gap,-12.19,Distance Fit,0.0,Runner Profile DNA,41.2,"Rank #5: strongest supports are Projected Speed 71.0, Class Fit 70.0, Sectionals 64.0. Main risks are Projection Gap -12.19, Distance Fit 0.0, Runner Profile DNA 41.2.",Profile NEGATIVE | Map BACKMARKER | Action NO MARKET,90.0,82.2,45.0,93.33,95.0,80.05,HIGH,HIGH confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 80.0 uses existing confidence where available; otherwise explanatory decomposition.,51.93,2026-05-20,INSUFFICIENT_HISTORY,0.0,6,CAUH,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,62,POSITIVE,Combo at track,20.0% from 5,Jockey track,13.6% from 198,,,Connection profile is strong: Combo at track 20.0% from 5 and jockey track 13.6% from 198.,MARKET_NEUTRAL,-3.4678,9.0909,13.6364,11.25,20.0,26,Connection profile is strong: Combo at track 20.0% from 5 and jockey track 13.6% from 198.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_IMPACTICAL,IMPACTICAL,IMPACTICAL,3,1,DAMIEN THORNTON,EMMA-LEE & DAVID BROWNE,1,12.49,8.01,,,Sectionals,66.0,Distance Fit,62.0,Sectionals,+2.4,Condition Fit,27.0,Projection Gap,-2.47,Rating,-5.02,"Rank #1: strongest supports are Sectionals 66.0, Distance Fit 62.0, Sectionals +2.4. Main risks are Condition Fit 27.0, Projection Gap -2.47, Rating -5.02.",Profile NEUTRAL | Map LEADER | Action NO MARKET,72.41,87.9,45.0,93.33,95.0,76.2,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 76.2 uses existing confidence where available; otherwise explanatory decomposition.,59.44 > 49.43 > 71.12,2026-01-06 > 2025-12-15 > 2025-11-22,DECLINING,-11.68,4 > 7 > 2,BET365 COLAC > PICKLEBET PARK WERRIBEE > PENSHURST,DECLINING,DECLINING: rating trend down -11.68 across last 3 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,INSUFFICIENT_SP_SAMPLE,,8.1081,,,,0,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_SERENEDEFENSE,SERENE DEFENSE,SERENEDEFENSE,4,4,BAILEY KINNINMONT,BRETT CONLON,8,8.24,12.14,,,Sectionals,63.0,Distance Fit,62.0,Condition Fit,61.3,Projection Gap,-20.76,Rating,-11.0,Profile,0.9,"Rank #8: strongest supports are Sectionals 63.0, Distance Fit 62.0, Condition Fit 61.3. Main risks are Projection Gap -20.76, Rating -11.0, Profile 0.9.",Profile POSITIVE | Map PACE | Action NO MARKET,90.0,99.3,45.0,93.33,95.0,84.32,HIGH,HIGH confidence. Strongest component is profile 99.3. Weakest component is market 45.0. Final confidence 84.3 uses existing confidence where available; otherwise explanatory decomposition.,42.09,2025-12-12,INSUFFICIENT_HISTORY,0.0,9,LADBROKES GEELONG,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,0.0,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_THEQUIETIMMORTAL,THE QUIET IMMORTAL,THEQUIETIMMORTAL,5,9,BILLY EGAN,BEN BRISBOURNE,2,12.03,8.31,,,Class Fit,63.5,Distance Fit,62.0,Profile,+1.75,Projection Gap,-5.16,Sectionals,25.0,Condition Fit,36.0,"Rank #2: strongest supports are Class Fit 63.5, Distance Fit 62.0, Profile +1.75. Main risks are Projection Gap -5.16, Sectionals 25.0, Condition Fit 36.0.",Profile NEUTRAL | Map MIDFIELD | Action NO MARKET,80.48,94.8,45.0,93.33,95.0,80.34,HIGH,HIGH confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 80.3 uses existing confidence where available; otherwise explanatory decomposition.,58.54,2025-12-22,INSUFFICIENT_HISTORY,0.0,4,SPORTSBET-WANGARATTA,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_WOLVESDEN,WOLVES' DEN,WOLVESDEN,6,5,DANIEL STACKHOUSE,JULIUS SANDHU,7,10.12,9.88,,,Sectionals,64.0,Sectionals,+2.1,Late Power,+0.48,Projection Gap,-14.37,Distance Fit,0.0,Runner Profile DNA,20.7,"Rank #7: strongest supports are Sectionals 64.0, Sectionals +2.1, Late Power +0.48. Main risks are Projection Gap -14.37, Distance Fit 0.0, Runner Profile DNA 20.7.",Profile POOR | Map OFF PACE | Action NO MARKET,90.0,57.7,45.0,93.33,95.0,73.92,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 73.9 uses existing confidence where available; otherwise explanatory decomposition.,,2025-07-16,INSUFFICIENT_HISTORY,0.0,8,SPORTSBET SANDOWN HILLSIDE,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,INSUFFICIENT_SP_SAMPLE,,11.7021,11.7318,0.0,,0,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_ATTUMA,ATTUMA,ATTUMA,7,11,JOE BOWDITCH,WENDY KELLY,10,3.99,25.07,,,Sectionals,62.0,Sectionals,+1.8,Profile,+0.9,Projection Gap,-27.72,Distance Fit,0.0,Condition Fit,0.0,"Rank #10: strongest supports are Sectionals 62.0, Sectionals +1.8, Profile +0.9. Main risks are Projection Gap -27.72, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map BACKMARKER | Action NO MARKET,90.0,49.7,45.0,93.33,95.0,71.92,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 71.9 uses existing confidence where available; otherwise explanatory decomposition.,,2026-05-08 > 2026-04-24 > 2025-07-20 > 2025-07-13 > 2025-07-10,INSUFFICIENT_HISTORY,0.0,9 > 4 > SCR > SCR > SCR,SOUTHSIDE PAKENHAM > SOUTHSIDE CRANBOURNE > BET365 SEYMOUR > APIAM BENDIGO > SPORTSBET-BALLARAT,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,54,NEUTRAL,Trainer track,15.0% from 20,,,,,Connection profile is strong: Trainer track 15.0% from 20.,INSUFFICIENT_SP_SAMPLE,14.4184,15.0,10.3774,6.25,,5,Connection profile is strong: Trainer track 15.0% from 20.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_GYPSYMOON,GYPSY MOON,GYPSYMOON,8,3,LIANA WOOD,IAN PANKHURST,6,10.41,9.6,,,Projected Speed,65.0,Sectionals,62.0,Sectionals,+1.8,Projection Gap,-13.13,Distance Fit,38.0,Condition Fit,38.0,"Rank #6: strongest supports are Projected Speed 65.0, Sectionals 62.0, Sectionals +1.8. Main risks are Projection Gap -13.13, Distance Fit 38.0, Condition Fit 38.0.",Profile NEGATIVE | Map PACE | Action NO MARKET,90.0,81.6,45.0,93.33,95.0,79.9,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 79.9 uses existing confidence where available; otherwise explanatory decomposition.,50.14,2026-02-27,INSUFFICIENT_HISTORY,0.0,8,BET365 PARK KYNETON,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,47,NEUTRAL,,,,,Trainer condition,4.5% from 44,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,0.0,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-21,CRANBOURNE,5,2026-06-21_CRANBOURNE_R5,2026-06-21_CRANBOURNE_R5_LADYOFALSACE,LADY OF ALSACE,LADYOFALSACE,9,8,JAKE NOONAN,TONY NOONAN,4,10.93,9.15,,,Sectionals,65.0,Sectionals,+2.25,Pace,+1.6,Projection Gap,-10.77,Condition Fit,0.0,Projected Speed,19.0,"Rank #4: strongest supports are Sectionals 65.0, Sectionals +2.25, Pace +1.6. Main risks are Projection Gap -10.77, Condition Fit 0.0, Projected Speed 19.0.",Profile POOR | Map MIDFIELD | Action NO MARKET,90.0,62.7,45.0,93.33,95.0,75.17,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 75.2 uses existing confidence where available; otherwise explanatory decomposition.,55.8 > 39.83 > 48.88,2025-12-31 > 2025-12-17 > 2025-12-05,IMPROVING,6.92,5 > 10 > 7,BET365 ECHUCA > MORNINGTON > MORNINGTON,IMPROVING,IMPROVING: rating trend up 6.92 across last 3 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: CIRQUE DE COCO. Pressure risk: CIRQUE DE COCO.,CIRQUE DE COCO,,CIRQUE DE COCO,3,4,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Jockey track,2.9% from 170,Connection profile is under pressure: Jockey track 2.9% from 170.,INSUFFICIENT_SP_SAMPLE,,,2.9412,,,0,Connection profile is under pressure: Jockey track 2.9% from 170.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_JEWELBAY,JEWEL BAY,JEWELBAY,1,10,JACKSON RADLEY,ANDREA LEEK,6,8.64,11.57,,,Class Fit,69.0,Runner Profile DNA,65.0,Condition Fit,65.0,Projection Gap,-6.31,Rating,-4.47,Distance,1.1,"Rank #6: strongest supports are Class Fit 69.0, Runner Profile DNA 65.0, Condition Fit 65.0. Main risks are Projection Gap -6.31, Rating -4.47, Distance 1.1.",Profile POSITIVE | Map BACKMARKER | Action NO MARKET,83.93,100,45.0,93.33,95.0,82.68,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is market 45.0. Final confidence 82.7 uses existing confidence where available; otherwise explanatory decomposition.,60.03 > 53.03 > 74.67 > 52.21,2026-02-13 > 2026-01-23 > 2026-01-16 > 2025-12-27,IMPROVING,7.82,5 > 6 > 2 > 8,SOUTHSIDE CRANBOURNE > SOUTHSIDE PAKENHAM > SOUTHSIDE PAKENHAM > SOUTHSIDE CRANBOURNE,IMPROVING,IMPROVING: rating trend up 7.82 across last 4 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,45,NEUTRAL,,,,,Trainer track,0.0% from 12,Connection profile is under pressure: Trainer track 0.0% from 12.,INSUFFICIENT_SP_SAMPLE,,0.0,,,,0,Connection profile is under pressure: Trainer track 0.0% from 12.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_PRIDEOFGALWAY,PRIDE OF GALWAY,PRIDEOFGALWAY,10,4,ADAM MCCABE,CATHERINE MARTINDALE,12,1.67,59.98,,,Condition Fit,65.9,Sectionals,62.0,Sectionals,+1.8,Projection Gap,-25.23,Projected Speed,8.0,Class Fit,35.0,"Rank #12: strongest supports are Condition Fit 65.9, Sectionals 62.0, Sectionals +1.8. Main risks are Projection Gap -25.23, Projected Speed 8.0, Class Fit 35.0.",Profile NEUTRAL | Map PACE | Action NO MARKET,90.0,86.6,45.0,93.33,95.0,81.15,HIGH,HIGH confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 81.2 uses existing confidence where available; otherwise explanatory decomposition.,40.69 > 47.51,2026-01-25 > 2025-12-14,DECLINING,-6.82,14 > 8,MOE > MOE,DECLINING,DECLINING: rating trend down -6.82 across last 2 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Jockey track,3.3% from 61,Connection profile is under pressure: Jockey track 3.3% from 61.,INSUFFICIENT_SP_SAMPLE,-11.3799,0.0,3.2787,11.1111,,6,Connection profile is under pressure: Jockey track 3.3% from 61.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_YESMAXI,YES MAXI,YESMAXI,11,8,BILLY EGAN,BEN BRISBOURNE,10,6.95,14.39,,,Sectionals,68.0,Sectionals,+2.7,Pace,+1.6,Projection Gap,-12.83,Distance Fit,0.0,Runner Profile DNA,18.0,"Rank #10: strongest supports are Sectionals 68.0, Sectionals +2.7, Pace +1.6. Main risks are Projection Gap -12.83, Distance Fit 0.0, Runner Profile DNA 18.0.",Profile POOR | Map MIDFIELD | Action NO MARKET,90.0,59.0,45.0,93.33,95.0,74.25,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 74.2 uses existing confidence where available; otherwise explanatory decomposition.,43.32 > 79.43 > 70.96,2026-01-17 > 2025-12-13 > 2025-12-06,DECLINING,-27.64,9 > 1 > 2,FLEMINGTON > ALBURY > ALBURY,DECLINING,DECLINING: rating trend down -27.64 across last 3 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_ALZARO,ALZARO,ALZARO,12,11,THOMAS STOCKDALE,CIARON MAHER,11,4.15,24.07,,,Class Fit,70.0,Sectionals,65.0,Distance Fit,62.0,Projection Gap,-20.95,Projected Speed,32.0,Rating,-11.0,"Rank #11: strongest supports are Class Fit 70.0, Sectionals 65.0, Distance Fit 62.0. Main risks are Projection Gap -20.95, Projected Speed 32.0, Rating -11.0.",Profile POSITIVE | Map BACKMARKER | Action NO MARKET,90.0,100,45.0,93.33,95.0,84.5,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is market 45.0. Final confidence 84.5 uses existing confidence where available; otherwise explanatory decomposition.,49.91,2025-11-15,INSUFFICIENT_HISTORY,0.0,9,CAULFIELD,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,66,POSITIVE,Outperforms SP,+6.2 pts from 49,Jockey track,13.3% from 98,,,Connection profile is strong: Outperforms SP +6.2 pts from 49 and jockey track 13.3% from 98 and outperform market expectation.,OUTPERFORMS_MARKET,6.2381,14.4,13.2653,13.75,0.0,49,Connection profile is strong: Outperforms SP +6.2 pts from 49 and jockey track 13.3% from 98 and outperform market expectation.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_GOLDENSPRITZ,GOLDEN SPRITZ,GOLDENSPRITZ,2,3,CAITLIN HOLLOWOOD,JULIUS SANDHU,2,11.23,8.9,,,Distance Fit,93.5,Class Fit,84.4,Runner Profile DNA,83.0,Condition,1.68,Rating,1.25,Late Power,0.52,"Rank #2: strongest supports are Distance Fit 93.5, Class Fit 84.4, Runner Profile DNA 83.0. Main risks are Condition 1.68, Rating 1.25, Late Power 0.52.",Profile STRONG | Map LEADER | Action NO MARKET,82.82,100,45.0,93.33,95.0,82.35,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is market 45.0. Final confidence 82.3 uses existing confidence where available; otherwise explanatory decomposition.,73.94 > 69.91 > 72.18 > 82.0 > 79.03,2026-04-24 > 2025-12-06 > 2025-12-06 > 2025-11-26 > 2025-11-26,DECLINING,-5.09,2 > 3 > 3 > 1 > 1,CRAN > BRAT > SPORTSBET-BALLARAT > GEEL > LADBROKES GEELONG,DECLINING,DECLINING: rating trend down -5.09 across last 5 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,INSUFFICIENT_SP_SAMPLE,,11.7021,,,,0,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_ICARO,ICARO,ICARO,3,6,RUBY LAMONT,MICHAEL KENT,3,11.21,8.92,,,Condition Fit,84.0,Projection Gap,+5.76,Sectionals,63.0,Distance Fit,0.0,Projected Speed,34.0,Distance,-5.0,"Rank #3: strongest supports are Condition Fit 84.0, Projection Gap +5.76, Sectionals 63.0. Main risks are Distance Fit 0.0, Projected Speed 34.0, Distance -5.0.",Profile NEUTRAL | Map OFF PACE | Action NO MARKET,82.28,88.6,45.0,93.33,95.0,79.33,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 79.3 uses existing confidence where available; otherwise explanatory decomposition.,79.43 > 64.55 > 70.55,2025-12-21 > 2025-12-03 > 2025-11-12,IMPROVING,8.88,1 > 3 > 2,SALE > CAULFIELD HEATH > CAULFIELD HEATH,IMPROVING,IMPROVING: rating trend up 8.88 across last 3 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,INSUFFICIENT_SP_SAMPLE,,9.396,,,,0,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,COMPLETE
2026-06-21,CRANBOURNE,6,2026-06-21_CRANBOURNE_R6,2026-06-21_CRANBOURNE_R6_ILLUMINANCE,ILLUMINANCE,ILLUMINANCE,4,9,STEPHANIE HATELEY,JULIUS SANDHU,4,10.62,9.42,,,Class Fit,81.3,Runner Profile DNA,71.0,Condition Fit,70.8,Rating,-1.12,Distance,1.1,Late Power,0.44,"Rank #4: strongest supports are Class Fit 81.3, Runner Profile DNA 71.0, Condition Fit 70.8. Main risks are Rating -1.12, Distance 1.1, Late Power 0.44.",Profile POSITIVE | Map MIDFIELD | Action NO MARKET,73.43,100,45.0,93.33,95.0,79.53,SOLID,SOLID confidence. Strongest component is profile 100. Weakest component is market 45.0. Final confidence 79.5 uses existing confidence where available; otherwise explanatory decomposition.,72.9 > 68.05 > 73.15,2026-01-10 > 2025-12-19 > 2025-12-05,STABLE,-0.25,2 > 3 > 2,SOUTHSIDE CRANBOURNE > SOUTHSIDE CRANBOURNE > SOUTHSIDE CRANBOURNE,STABLE,STABLE: rating trend down -0.25 across last 3 available runs.,performance_rating_v6_research,FAST / PRESSURE,PRESSURE RACE,3 likely leaders create early pressure. Map advantage: GOLDEN SPRITZ. Pressure risk: DECANTED.,GOLDEN SPRITZ,,DECANTED,3,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,INSUFFICIENT_SP_SAMPLE,,11.7021,,,,0,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,COMPLETE
